3,đăng kí vào câu lạc bộ an toàn thông tin thì có cần phỏng vấn hay thi tuyển gì không bạn?
4,hoạt động sắp tới mình đi thì có gì làm không ta ?
1,liên hệ ai để hỏi về xuân tình nguyện
3,giờ muốn đăng kí vào cse jobfair thì làm thế nào nhỉ
3,cái job fair đăng ký như thế nào vậy?
1,làm sao để biết thêm thông tin nhỉ 
1,cho mình xin thông tin liên hệ của hoạt động kms với
3,vậy mình muốn đăng ký tham gia thì làm thế nào
3,muốn tham dự quá mà chưa biết đăng ký như thế nào ta 
1,để đăng kí mùa hè xanh thì hỏi ai vậy?
0,hậu duệ pascal là gì
3,kms tour muốn tham gia thì đăng ký sao vậy 
1,mình muốn tham gia chiến dịch mùa hè xanh thì liên hệ ai nhỉ
2,các chiến dịch như xuân tình nguyện  mùa hè xanh có giới hạn số lượng người tham gia không vậy?
0,cho mình hỏi một số thông tin về về cuộc thi cơn lốc hóa học sắp tới đi 
2,khoa khác có thể tham gia chiến dịch mùa hè xanh của khoa kỹ thuật hóa học được không
2,cuộc thi hậu duệ pascal có cho phép sinh viên các năm 2 3  4 tham gia không ạ?
3,làm sao để đăng ký vậy ?
1,giờ muốn biết thêm về hội trại cse connection thì hỏi ai bạn nhỉ?
0,cho mình xin thông tin về bkmedia với
4,đi hoạt động này thì có gì làm ta
0,cho mình hỏi về robocon
0,xuân tình nguyện là hoạt động gì vậy ạ?
0,khoa máy tính có những hoạt động nào vây
1,mình muốn tham gia hội trại quá mà hết slot rồi giờ làm sao?
2,sức khỏe mình không tốt lắm  mà nghe nói đi mùa hè xanh toàn làm việc nặng  không biết có yêu cầu đặt biệt gì về sức khỏe không?
3,mình muốn đăng ký đi chào người bạn mới  thì làm như thế nào ^^ ? 
3,đăng ký ra sao vậy bạn ơi ?
3,đăng ký như nào ?
1,cho xin email cái người mà tổ chức đi 
4,tham gia mùa hè xanh là đi làm đường đồ hay sao??
3,bạn cho mình hỏi về cách thức đăng kí cho hoạt động hiến máu
3,có thông tin đăng ký cse connection của năm sau chưa ạ?
4,mùa hè xanh thì mình làm gì á ad
4,có những việc gì trong sự kiện này vậy?
4,kms tour 2019 gồm những hoạt động gì ạ
3,mình muốn tham gia lớp học phụ đạo của chúng ta cùng tiến thì phải đăng ký làm sao
2,đối tượng được tham gia chiến dịch mùa hè xanh là ai nhỉ
4,đi xuân tình nguyện thì cụ thể công việc là làm gì vậy bạn ơi ? 
3,bạn làm ơn nhắn cho tớ đường link đăng ký được không ?
3,mình muốn tăng ngày công tác xã hội
3,cho mình xin link đăng ký với bạn ơi.
1,mình muốn trao đổi thêm về hoạt động này 
0,mình muốn biết thêm thông tin về hoạt động này 
0,mình muốn hỏi một chút về jobfair sắp tới
2,mình ở trường khác được tham dự cuộc thi này không vậy 
1,mình muốn đăng kí hiến máu tình nguyện thì liên hệ với ai ạ
4,mình có được quyên góp đồ cho trẻ em nghèo trong chiến dịch xuân tình nguyện không ạ
3,cậu làm ơn cho mình xin đường link đăng ký được không vậy 
3,hội trại chào người bạn mới này mình đăng ký ở đâu vậy bạn
2,mình tham gia xuân tình nguyện năm trước rồi vậy năm nay có được tham gia nữa không?
2,sinh viên part-time và hệ vừa học vừa làm có tham gia xuân tình nguyện được không ạ?
3,đi hội trại chào người bạn mới thì đăng ký như thế nào vậy ad
4,tiếp sức mùa thi gồm những hoạt động nào vậy bạn?
0,có những hoạt động công tác xã hội nào?
1,cho mình xin email của trưởng ban tổ chức cuộc thi kiến thức cùng asean
1,cho mình xin số điện thoại của trưởng ban tổ chức cuộc thi dấu ấn tình nguyện với
1,để được tham gia các hoạt động tình nguyện thì nên liên hệ ai vậy bạn?
4,neuron marathon có chia thành nhiều phần thi không ạ
0,bây giờ trường mình còn mùa hè xanh không nhỉ?
2,em ở khoa hóa thì có được cho đi mùa hè xanh không ạ ?
2,sự kiện gặp gỡ doanh nghiệp có giới hạn đối tượng tham gia không nhỉ
3,hot ơi muốn đăng ký xuân tình nguyện sắp tới thì làm sao 
2,jobfair dành cho mọi sinh viên đúng không?
4,sự kiện xuân tình nguyện có những hoạt động gì ạ
0,hội thảo kỹ năng mềm :)) 
4,xuân tình nguyện gồm những hoạt động nào vậy
2,những sinh viên nào được đi jobfair?
1,mình muốn có thêm thông tin thì có cách nào không bạn ơi 
0,mùa hè xanh sắp được tổ chức đúng không vậy?
0,tôi cần một số thông tin về khóa tập huấn
1,admin là ai vậy
2,bạn của mình thuộc khoa khác thì có được tham gia hội trại cse connection không?
2,bạn mình khoa xây dựng muốn đi mùa hè xanh khoa máy tính thì có được không ạ?
1,mình có một vài thắc mắc về chương trình mùa hè xanh thì có thể liên lạc với ai để được giải đáp vậy
0,cho mình xin ít thông tin về mùa hè xanh
0,cho mình hỏi thêm một số thông tin về đêm hội trăng rằm sắp tới với
3,tham gia kms tour 2019 thì đăng kí như thể nào ạ
1,muốn tham gia hiến máu thì phải liên hệ ai nhỉ?
3,đi mùa hè xanh thì đăng ký ở đâu
4,có những hoạt động nào trong chiến dịch xuân tình nguyện nhỉ?
4,xuân tình nguyện gồm những công việc gì vậy
4,xuân tình nguyện có cần phải làm gì không
3,đăng kí xuân tình nguyện ở đâu ?
2, cho mình hỏi sự kiện ngày hội việc làm jobfair sắp tới cho những ai tham gia vậy
3,làm sao mình tham gia hội đoàn của khoa máy tính nhỉ
4,đến jobfair sẽ được tham gia những hoạt động gì vậy  có quà không?
0,cho mình hỏi một số thông tin về xuân tình nguyện 2019 đi ạ
3,tham gia thì đăng ký làm sao thế 
2,sinh viên khoa nào được tham dự jobfair?
2,chương trình này có giới hạn đối tượng tham gia không vậy ?
0,bạn có thể cho mình xin toàn bộ thông tin về hoạt động này được không 
4,tham gia mùa hè xanh là làm những việc gì?
3,làm sao để đăng ký làm cộng tác viên cse assistant
1,mình cần thông tin liên hệ nữa 
2,em ở khoa hóa thì có được cho đi mùa hè xanh của khoa máy tính không ạ ?
0,bot ơi cuộc thi neuron marathon là sao ạ
3,đăng kí đêm hội trăng rằm như thế nào
0,cho mình hỏi một số thông tin về về chiến dịch xuân tình nguyện đi
0,bạn có thông tin về hoạt động nào thế
4,xuân tình nguyện mình làm gì ở đó vậy ạ?
1,cho mình xin cách liên lạc với ban tổ chức hội trại chào người bạn mới với
3,mình muốn đăng kí tham gia chatbox
0,đêm hội trăng rằm còn được khoa mình tổ chức không
3,tham gia ngày hội job fair như thế nào nhỉ
2,hoạt động tặng sách là sinh viên toàn trường tham gia hay chỉ có sinh viên năm nhất?
3,ok vậy mình đăng ký tham gia thì làm như nào vậy bạn nhỉ :3 ?
0,mùa hè xanh là gì thế
2,những ai được tham dự sự kiện vậy anh chị ?
4,tham gia mùa hè xanh là phải ở chung nhà dân luôn hả?
0,cho em hỏi một số thứ về đại hội sắp tới với 
1,làm sao liên lạc với ban tổ chức mùa hè xanh sắp tới 
1,bạn cho mình biết cách liên lạc ban tổ chức đi
3,tôi muốn tham gia mùa hè xanh thì đăng ký như thế nào
0,cho mình xin thông tin hội trại chào người bạn mới với?
1,làm thế nào để liên lạc ban tổ chức
2,những ai được tham gia jobfair nhỉ?
4,không biết mùa hè xanh mình làm gì á ad?
4,mùa hè xanh có gì vui không bạn
4,tham gia mùa hè xanh có vui không???
0,ngoài hội trại thì còn gì nữa không bạn
2,sinh viên năm nhất tham gia xuân tình nguyện có được không vậy bạn nhỉ?
2,hội trại chào người bạn mới chỉ cho trường bách khoa thôi hả ?
2,chiến dịch chủ nhật xanh có cho phép nữ tham gia không anh chị ?
1,mình có việc cần liên hệ đoàn khoa không biết phòng đoàn khoa khoa máy tính ở đâu vậy?
0,cho mình xin thông tin về lớp sử dụng thư viện đi
1,mình phải liên hệ ai để tham gia mùa hè xanh?
0,khoa mình hằng năm có tổ chức hội thao cho sinh viên ko vậy bạn
3,mình muốn đi trại cse thì đăng ký thế nào :)
0,vậy bạn có thông tin về chiến dịch xuân tình nguyện không
0,chương trình kiểm định abet được tổ chức hàng năm hay sao??
1,mình muốn thông tin liên hệ mùa hè xanh sắp tới 
2,job fair 2019 ai mới có thể tham dự ạ
3,tham gia hiến máu tình nguyện thì đăng kí như thế nào ạ
2,sinh viên từ năm hai trở lên và giảng viên có được tham gia bk dynamic day không bạn?
3,mình cần đăng ký đêm hội trăng rằm ở đường link nào vậy
3,muốn đăng kí xuân tình nguyện phải làm gì
2,chiến dịch có hạn chế số lượng đi không vậy ạ 
1,ngày hội sách của bách khoa có hoạt động trao đổi hay mua sách không bạn?
4,đi xuân tình nguyện là mình đi giúp đỡ trẻ em nghèo phải không bạn ?
1,hỏi ai nếu muốn đăng ký vậy bạn
3,làm sao để đăng ký tham gia mùa hè xanh vậy
0,có khi nào khoa máy tính mình tổ chức mấy hoạt động xã hội hông dạ ad
0,cho mình thông tin về hội trại cse connection 2020 đi :)
2,ai cũng được tham gia jobfair nhỉ?
1,hoạt động sắp tới muốn tham gia thì liên hệ ai ?
3,mình muốn tham dự thì đăng ký ra sao ?
0,cho mình xin thông tin về chiến dịch vào trung thu với
4,sắp tới xuân tình nguyện có gì làm ta ?
4,có những công việc gì ở hoạt động sắp tới vậy bạn ?
2,đối tượng tham gia đêm hội trăng rằm là những ai?
4,hoạt động công tác xã hội của khoa máy tính như thế nào?
2,sinh viên khoa khác có được tham gia mùa hè xanh của khoa máy tính không bạn 
2,mình sinh viên năm 3 mà đang thiếu ngày công tác xã hội  vây không biết mình có được ưu tiên tham gia không?
2,tôi thuộc khoa khác có được cho đi mùa hè xanh không ?
2,ai được tham gia chiến dịch vậy
3,đăng ký mùa hè xanh có phỏng vấn không vậy?
1,mình muốn biết thêm một số hoạt động sẽ được tổ chức sắp tới thì liên hệ ai ạ
0,cho mình xin đầy đủ thông tin về hoạt động đi bạn 
2,sắp tới mùa hè xanh cho ai tham gia ?
0,cho mình thông tin về câu lạc bộ chúng ta cùng tiến đi?
3,tham gia hội trại chào người bạn mới thì tớ cần đăng ký như thế nào nhỉ
0,mùa hè xanh là sao nhỉ?
3,ad cho em xin link đăng ký xuân tình nguyện được không ạ
3,tham gia cse assistant như thế nào?
3,ủa làm sao để đăng ký vậy ta?
4,xuân tình nguyện sắp tới đi có hoạt động gì vậy ?
1,có cách nào để mình xin được thêm thông tin không
3,cho mình xin link đăng ký cộng tác viên với?
3,mình muốn hỏi về cách đăng kí tham gia jobfair
0,năm nay có làm hội trại không ?
2,hoạt động này có hạn chế số lượng đi không?
3,cho mình hỏi làm sao đăng ký tham gia khu vường yêu thương vậy
0,có hoạt động tình nguyện nào vừa có ích cho xã hội vừa có thể luyện tập khả năng giao tiếp không???
0,mỗi năm đều có hội trại hay sao ad
1,mình đang cần thông tin liên hệ ban tổ chức chiến dịch mùa hè xanh
1,hoạt động này mình muốn tham gia thì trao đổi như thế nào vậy 
3,"muốn đăng ký tham gia khu vường yêu thương thì đăng ký ở đâu bạn, đăng ký online được không?"
0,mình muốn một số thông tin về hội trại chào người bạn mới
3,xin link đâng ký với bạn ơi 
2,mình là nữ thì có được đi mùa hè xanh khoa máy tính không ạ
3,đăng kí xuân tình nguyện có cần phỏng vấn không
1,muốn đăng ký tôi yêu bk thì mình liên hệ ai vậy bạn
4,đi mùa hè xanh thì làm gì ?
1,cho mình xin thông tin ban tổ chức xuân tình nguyện à
2,đối tượng được tham gia thi tìm hiểu biển đảo quê hương gồm những ai?
1,cho mình xin thông tin ban tổ chức chào người bạn mới cse ?
3,mình muốn tham gia công tác xã hội 
1,mình cần thông tin liên hệ của ban tổ chức hậu duệ pascal
3,đăng ký tham gia ở đâu vậy bạn?
4,đi mùa hè xanh là đi đến đâu làm những việc gì vậy bạn?
2,sự kiện này cho sinh viên khoa khác đi được không admin ?
4,có những việc gì cần làm trong hoạt động này vậy bạn nhỉ ?
3,tham gia chương trình hành trình chí vĩ - khởi nghiệp kiến quốc thì đăng kí như thế nào ạ
0,cho mình biết về hoạt động khu vường yêu thương với
1,cho mình xin thông tin liên hệ của ban tổ chức đêm hội trăng rằm với?
0,cho mình xin thông tin về bk job fair với
1,bạn ơi mình cần số điện thoại liên hệ nha
4,trong hội thảo kms mình làm gì dạ ad
4,ở mùa hè xanh mình cần làm những gì vậy?
2,vậy mình không thuộc câu lạc bộ có tham gia được không
1,mình cần liên hệ với bạn nào vậy admin
0,sao sắp đến tết rồi mà chưa nghe thông báo về đăng kí chiến dịch xuân tình nguyện vậy?
0,1 năm có bao nhiêu hoạt động hiến máu bạn ơi
0,cho mình xin thông tin về hoạt dộng mùa hè xanh được không bạn
2,chương trình này có để  khoa máy tính tham dự được không ?
2,dành cho sinh viên phải không ạ?
3,tham gia code war thì làm sao nhỉ
3,đăng kí làm leader của bkfc như thế nào
3,đăng ký hoạt động sắp tới như nào 
1,mình nên hỏi ai về hiến máu tình nguyện vậy bạn
2,cho em hỏi những người được đi đêm hội trăng rằm là ai vậy ạ ?
3,mình nghe nói hết hạn rồi thì còn đăng ký được không
1,bạn cho mình link facebook cũng như thông tin liên hệ với btc hội trại connection được không ?
1,để biết thêm về cse assistant thì liên hệ ai vậy
0,bạn có biết thông tin về các cuộc thi của khoa máy tính ko
3,link đăng ký cộng tác viên của chat bot là gì
0,cho mình xin thêm thông tin về dự án cse assistant được không?
0,oisp camp là gì
2,mình ở khoa khác tham gia được không bạn
2,hội trại chào người bạn mới chỉ có sinh viên năm nhất mới được tham gia à?
0,năm nay có mùa hè xanh không nhỉ
0,bạn ơi chiến dịch xuân tình nguyện là gì vậy ạ ?
3,tui thích tham gia các hoạt động về kỹ năng mềm
1,bạn biết ai là bí thư đoàn hội khoa khoa học kỹ thuật máy tính không
0,có cần phải phỏng vấn để đi mùa hè xanh không nhỉ?
4,tham gia chiến dịch tình nguyện này thì mình làm những công việc gì 
4,hội trại connection khoa máy tính có những trò chơi gì vui vậy bạn?
4,mình chưa biết là đi mùa hè xanh thì  mình sẽ làm những gì
3,hoạt động này có link đăng ký không bạn ? 
1,bạn ơi mình thích hoạt động này thì hỏi thêm thông tin ở đâu nhỉ
1,bạn có số điện thoại để mình liên lạc với người tổ chức không
1,cho mình hỏi một tí là nếu mình muốn tham gia thì cần trao đổi với người nào thế 
0,sắp tới có làm hoạt động về nguồn nữa không ạ ?
2,vậy hoạt động mùa hè xanh đối tượng tham gia gồm những ai vậy bạn ơi 
0,xuân tình nguyện là sao vậy
4,trong chiến dịch mùa hè xanh mình có phải xây nhà giúp đỡ người dân không ạ
1,trao đổi với ai ta
0,cho mình xin thông tin về hoạt động hội trợ việc làm với
3,việc đăng kí hội thảo kms là qua mail hay biểu mẫu google vậy bạn?
1,liên hệ ra làm sao 
1,cho mình xin thông tin liên hệ của ban tổ chức sự kiện đêm hội trăng rằm
3,cho mình xin form đăng ký xuân tình nguyện sắp tới 
1,tôi muốn tham gia mùa hè xanh thì cần trao đổi ai để được tư vấn?
0,khoa máy tính có tổ chức giải thể thao nào không bạn?
0,cho mình xin thông tin về hoạt động mùa hè xanh được không bạn ? 
1,bot ơi mình liên hệ ai để lấy thêm thông tin vậy 
0,đêm hội trăng rằm năm sau còn tổ chức không?
0,cho mình xin thông tin về hội trại cse 
1,có bao nhiêu câu lạc bộ thế bạn
3,muốn đăng kí tham gia câu lạc bộ gia sư có cần phỏng vấn không bạn
0,bạn có biết gì về chiến dịch khu vườn yêu thương không
1,minh đăng kí hậu duệ pascal ở đâu ?
1,vậy liên hệ ai vậy bạn :d
4,hoạt động sắp tới có những công việc gì nhỉ ?
1,mình có việc cần liên hệ gấp với btc hội trại cse connection
4,hội thảo có những hoạt động nào bạn nhỉ?
0,cho mình xin thông tin về cuộc thi sáng tạo phần mềm đi
4,vậy thì vô đó thì làm gì vậy bạn
0,mình muốn biết thêm thông tin về dynamic day
2,sinh viên khoa điện có tham gia kms tour được không bot?
3,ý em là đăng ký hoạt động này như thế nào ấy
1,cho mình cái  thông tin liên hệ ban tổ chức jobfair đi bạn
4,bạn kể mình mấy hoạt động cần làm khi đi mùa hè xanh
1,xin tên bạn nữ xin nhất trường bách khoa đi
0,có những cuộc thi học thuật nào ở bách khoa nhỉ?
3,muốn tham gia job fair thì đăng kí với ai ạ?
1,mình muốn tham gia mùa hè xanh thì liên lạc với ai?
4,đi mùa hè xanh có những hoạt động gì nhỉ?
3,mình muốn tham gia hội trại sắp tới
3,mình có thể kiếm điểm rèn luyện ở đâu?
1,bạn có link facebook của đội bóng rổ trường mình không bạn?
3,vậy thì nếu muốn đăng ký tham gia thì làm sao bạn
1,mình nên hỏi ai để tìm hiểu cse connection vậy bạn
4,nghe nói mùa hè xanh phải xây đường ạ?
0,thế có những cuộc thi học thật nào ở trường mình nè
2,khoa khác có được tham gia hiến máu tình nguyện không ạ
4,đi mùa hè xanh làm gì
4,nếu đi xuân tình nguyện thì công việc mình làm là phát cháo đúng không ad?
3,công tác xã hội đăng kí ở đâu
4,xuân tình nguyện mình có nhảy múa hát hò gì cho các em không ad
0,mình cần full thông tin về sự kiện này nha 
0,hoạt động tập huấn này có tổ chức vào năm nay không bạn 
1,ai chịu trách nhiệm cho ban truyền thông khoa máy tính vậy
3,đăng ký làm sao thế 
0,bk league là giải gì vậy bạn?
3,cho mình hỏi hội trại chào người bạn mới sắp tới muốn tham gia thì đăng ký như thế nào vậy
3,tôi muốn đi thi con đường chân lý thì đăng ký như thế nào ?
1,cho mình info bạn nam đẹp trai nhất khoa mình đi chatbox ơi :d 
1,hoạt động sắp tới mình muốn liên  hệ để tham gia thì có thông tin gì không bạn ?
3,sắp tới hội trại chào người bạn mới mình muốn tham gia thì còn đăng ký được không bạn?
1,mình muốn đăng kí cse cup 2019 thì liên hệ ai ạ
0,bạn biết gì về chiến dịch xuân tình nguyện không
3,form đăng kí xuân tình nguyện như thế nào
2,cựu sinh viên có được tham gia hội trại cse connection không nhỉ :(
0,có thông tin đầy đủ về hoạt động này không bạn 
2,mình muốn biết đối tượng được tham gia hội trại
3,đăng kí câu lạc bộ ai của khoa có cần phỏng vấn không ạ
4,hoạt động sắp tới có gì vui nhỉ?
2,khoa khác có được tham gia chương trình hiến máu của khoa máy tính không vậy ?
0,mùa hè xanh là sự kiện như thế nào vậy bạn ơi?
3,admin làm ơn cho mình xin đường link đăng ký tham gia được không ?
3,khi đăng kí job fair thì mình cần chuẩn bị những thông tin gì ạ?
2,sinh viên khoa khác có thể tham gia hậu duệ pascal 2019 được không ạ
1,cho mình xin thông tin liên hệ của ban tổ chức đêm hội trăng rằm với?
3,mùa hè xanh này mình đăng ký tham gia làm sao 
1,cho mình hỏi thông tin liên hệ của sự kiện đêm hội trăng rằm
1,hình như hết hạn rồi đúng không :(
3,mình muốn đăng ký online
0,job fair là sao ấy
2,bạn mình thuộc khoa điện vậy bạn đó có được tham gia xuân tình nguyện không?
1,cho mình hỏi trưởng btc giải cầu lông tân sinh viên và cách thức liên hệ ạ
3,tôi muốn đăng ký tham gia jobfair thì làm như thế nào ?
0,đoàn khoa mình có những hoạt động gì vậy bạn
4,tham gia xuân tình nguyên sẽ làm gì á ta
4,tham gia mùa hè xanh có cần lao động nhiều không?
3,bot chỉ mình đăng ký mùa hè xanh với
3,làm sao đăng kí hội trại chào người bạn mới?
2,sinh viên khoa khác có được tham gia hội trại chào người bạn mới của khoa máy tính không?
3,đăng kí tham gia câu lạc bộ trí tuệ nhân tạo của khoa có cần thi tuyển gì không bạn?
1,để biết thông tin về sự kiện cse job fair mình liên hệ ai nhỉ
4,đi mùa hè xanh thì mình phải làm gì vậy
2,sự kiện ngày hội việc làm jobfair sắp tới cho những ai tham gia vậy
0,cho mình xin thông tin về bk job fair
3,có đăng ký online không bot
3,mình muốn đăng kí mùa hè xanh cần làm gì nhỉ
1,tôi cần liên hệ với bạn nào thế admin ?
3,đăng ký mùa hè xanh sao vậy bot
4,tham gia game jam 2019 là làm gì bot?
1,có ai để mình hỏi thêm về hoạt động này không
1,mình muốn tìm hiểu mùa hè xanh thì gặp ai vậy bạn
3,đăng ký tham gia chiến dịch mùa hè sao vậy
0, mình cần thông tin về hội trại sắp tới
1,cần hỏi thêm ai ta mình muốn xin ít thông tin 
3,đăng ký xuân tình nguyện thế nào vậy
3,tôi muốn tham gia tiếp sức mùa thi thì đăng ký sao admin?
3,đăng kí hậu duệ pascal
2,ai có thể tham gia neutron marathon 2019 ạ
0,bạn giới thiệu mình về hội trại cse connection được không?
4,mình được làm cái gì khi tham gia tình nguyện mùa hè xanh vậy ad ?
3,tham gia mùa hè xanh thì đăng kí như thể nào ạ
1,ừm ai vậy cho mình xin link fb được không ?
2,sinh viên khoa máy tính có được tham gia câu lạc bộ chúng ta cùng tiến không vậy?
1,mình cần thông tin liện hệ để hỏi về việc tham gia hội thảo sắp tới ạ
2,mình khoa xây dựng  nhưng mà thích đi hội trại được ko ad ơi
4,đi mùa hè xanh thì làm gì ?
4,khi tham gia mùa hè xanh thì mình sẽ làm những công việc gì ạ?
4,tham gia bk ec là mình phải làm những công việc gì vậy?
4,dynamic day gồm những hoạt động nào vậy  có đường chạy gì đấy đúng không bạn?
3,bạn cho mình xin form đăng kí tham gia hiến máu tình nguyện không?
3,xuân tình nguyện tham gia như nào?
0,job fair là gì?
3,chỉ mình cách đăng kí xuân tình nguyện với 
2,điều kiện để tham gia mùa hè xanh ạ?
4,làm cộng tác viên cho bk league thì làm những gì nhỉ
4,hoạt động của ban chuyên môn câu lạc bộ gia sư bách khoa là làm những công việc gì vậy bạn?
2,mùa hè xanh sắp tới khoa hóa tham gia được không bạn ?
2,hiến máu chỉ cho khoa máy tính tham gia hay sao vậy?
4,mùa hè xanh là đi trồng cây ?
0,mình muốn biết về hoạt động lễ hội trăng rằm
3,đăng ký tham gia ở đâu ta
1,liên hệ sao 
4,mùa hè xanh có hoạt động gì vậy bạn ơi ?
2,jobfair dành cho khoa nào nhỉ?
4,chiến dịch xuân tình nguyện năm nay mình sẽ được đi đâu ạ
4,tham gia hoạt động này thì mình làm những gì thế
2,mùa hè xanh có phải có sức khỏe tốt mới được tham gia phải không?
4,tham gia neuron marathon rồi có phải chạy marathon hay hoạt động thể thao gì không bạn  hay là có hoạt động nào khác?
4,tôi được làm những công việc gì khi tham gia hoạt động vậy bạn ?
2,sinh viên năm 1 có được tham gia ngày hội job fair không vậy?
2,olympic thể thao của khoa máy tính chỉ giành cho năm nhất hay còn cho các khóa trên nữa vậy bạn?
1,mình có thể liên hệ ai để hỏi về sce connection vậy?
0,xuân tình nguyện đợt này có còn tổ chức không ?
3,hoạt động này mình đăng ký ở đâu vậy ?
4,tham gia job fair thì mình được làm gì ta
0,cho minh hỏi nếu không phỏng vấn thì có được chọn đi chiến dịch xuân tình nguyện không
4,tham gia sự kiện này thì tớ phải làm gì vậy 
2,sinh viên khoa máy tính có được tham gia mùa hè xanh của khoa cơ khí không bạn?
1,cho mình xin link facebook thầy nguyễn thanh tùng bí thư đoàn khoa
0,hoạt dộng sắp tới
3,khi tham gia mùa hè xanh có cần tham gia phỏng vấn không vậy bạn
4,bạn cho mình hỏi về những hoạt động dành cho sinh viên trong mùa hè xanh nha
0,hội trại là hoạt động gì ạ
0,cho mình hỏi thông tin về hội sinh viên
3,mình muốn tham gia ai club sắp tới 
0,cho em hỏi về hội trại cse connection ạ
4,cần làm những công việc gì khi tham gia chương trình tiếp sức mùa thi vậy ad?
0,cho mình hỏi một số thông tin về hội trại chào người bạn mới sắp tới với
0,bạn ơi cho mình xíu xiu thông tin về mấy hoạt động ngoại khóa được hem :(
0,hội trại cse connection năm sau còn có được tiếp tục tổ chức không ạ
0,bạn cho mình xin thông tin về câu lạc bộ bkaic
2,con gái được tham gia mùa hè xanh không bạn
4,hội trại cse connection 2019 vừa qua gồm những hoạt động gì ạ
3,hạn chót đăng kí hoạt động xuân tình nguyện là khi nào vậy ad?
3,đăng kí tham gia tiếp sức mùa thi ở đâu ?
0,cho mình hỏi chút về chiến dịch mùa hè xanh với
4,đi hội trại thì làm gì vậy
3,hậu duệ pascal này mình đăng ký tham gia làm sao vậy ?
2,những khoa nào thì có thể tham gia chiến dịch mùa hè xanh ạ
3,mình đăng kí tham gia sự kiện cse job fair bằng cách nào
3,đăng ký hoạt động sắp tới thì như nào 
2,chiến dịch xuân tình nguyện chỉ dành riêng cho khoa máy tính thui ạ
2,chỉ khoa máy tính mới được đi hội trại thôi hả bạn
3,tham dự cuộc thi thì tớ cần đăng ký ra sao bạn ?
1,bot cho mình xin email ban tổ chức dynamic day với ạ
1,cho mình xin cái email để liên lạc ban tổ chức
4,dạ thí dụ mà mình hông quen ai thì vô hội trại chào người bạn mới có ai chơi chung với mình hông ạ  tính mình hơi rụt rè á :((
4,đi mùa hè xanh là làm gì bạn
2,chiến dịch mùa hè xanh chỉ dành cho  khoa máy tính thôi sao ad ?
4,có những hoạt động gì khi tham gia mùa hè xanh vậy ạ ?
4,các hoạt động trong kms tour diễn ra song song hay tuần tự nhỉ
3,đăng kí tham gia mùa hè xanh có phải phỏng vấn không ạ
1,ban tổ chức sự kiện đêm hội trăng rằm ?
1,liên hệ ai vậy mình muốn đăng ký lắm
4,mình được làm cái gì khi tham gia sự kiện này vậy bạn ?
