3,đăng kí vào câu lạc bộ an toàn thông tin thì có cần phỏng vấn hay thi tuyển gì không bạn?
0,bạn cho mình thông tin ngày hội dynamic đi
1,vậy mình liên hệ ai để tham gia hoạt động sắp tới này 
0,cse connection của khoa máy tính nha
0,các hoạt động tình nguyện của trường mình là gì vậy
4,đi mùa hè xanh thì làm gì bạn
0,bạn có thể cung cấp cho mình một số thông tin về chiến dịch xuân tình nguyện không?
0,ở khoa có các hoạt động nào vậy
4,cho mình biết về các công việc trong mùa hè xanh đi
3,cho mình thông tin về đường link đăng ký tham dự nha.
2,bạn mình khoa cơ khí thì có được đi cse connection không?
3,bạn có thể gửi cho tôi link đăng ký được không ?
1,thế số điện thoại ban tổ chức là gì
2,hội trại chỉ dành cho khoa máy tính thôi hả admin 
2,xuân tình nguyện sắp tới mọi người đều được tham gia đúng không bạn ?
2,cho mình hỏi đối tượng tham gia hoạt động này là ai ạ ?
3,dạ vậy em đăng ký job fair ở đâu ạ
2,cho mình hỏi đối tượng tham gia hiến máu là ai ạ ?
3,muốn tham dự thì đăng ký làm sao vậy bạn ?
1,làm sao liên lạc ban tổ chức mùa hè xanh khoa máy tính 
0,dạo này có hoạt động ngoại khoá gì nhỉ
0,cho mình hỏi chút về việc tham gia hiến máu tình nguyện với
2,có yêu cầu gì cho người tham gia hiến máu không
3,tham gia job fair 2019 thì đăng kí như thế nào ạ
4,xuân tình nguyện có phải đi gói bánh chưng không bạn ?
4,tôi cần một số thông tin về công việc cần làm trong hoạt động này
2,mình bị thiếu máu thì có được hiến máu không ad
2,sinh viên năm nhất có tham gia game jam 2019 được không bot?
1,liên hệ ai ?
0,bạn có thông tin về việc tham gia giúp các tân sinh viên đăng ký ở ký túc xá đầu năm không
3,đăng ký làm sao vậy ta ?
0,thông tin hội trăng rằm
3,xin cái link đăng ký nào bạn 
2,cho mình hỏi sự kiện ngày hội việc làm jobfair sắp tới cho những ai tham gia vậy
1,cho xin số điện thoại để mình liên lạc với người tổ chức được không bạn 
1,cho mình xin thông tin liên hệ ban tổ chức với
4,jobfair có những hoạt động nào vậy bạn ?
3,bot ơi muốn tham gia mùa hè xanh thì đăng ký sao vậy
2,cho mình hỏi đối tượng tham gia hiến máu là gồm những ai vậy
1,cho mình xin mail thầy tùng đi?
0,tôi muốn hỏi về chương trình quyên góp sách vở 
1,thông tin khoa máy tính
3,nếu muốn đăng kí tham gia câu lạc bộ âm nhạc thì phải làm sao vậy bạn?
0,học sinh năm nhất khoa máy tính có thể tham gia những hoạt động nào bạn nhỉ?
2,cho tôi hỏi đối tượng tham gia hội trại là ai vậy ạ ?
3,muốn đăng ký hoạt động này lắm đấy mà chưa biết làm sao 
0,cho mình xin thông tin về hội  trại oisp camp được không bạn ơi :d ?
1,mình muốn trao đổi chi tiết hơn về hoạt động này á
2,xuân tình nguyện muốn tham gia thì có chia theo sinh viên từng khoa không?
4,neuron marathon bao gồm những nội dung nào vậy?
3,cho mình xin link form đăng kí tham gia chiến dịch mùa hè xanh với bạn ơi
1,muốn biết thêm về ngày hiến máu tình nguyện thì liên hệ với ai vậy
0,sắp tới hậu duệ pascal còn có được khoa mình tổ chức không ạ
2,sinh viên khoa khác được tham gia mùa hè xanh sắp tới không ?
2,khoa nào cũng được hả bot
3,sự kiện tiếp sức mùa thi này mình đăng ký tham gia như thế nào vậy ?
2,cse connection thì chỉ cho khoa máy tính tham gia thôi sao?
2,hoạt động sắp tới đối tượng tham gia là ai ?
2,em nghe nói chỉ sinh viên năm nhất mới tham gia dynamic day được phải không ạ?
2,sinh viên trường khác muốn tham gia hoạt động hiến máu trường bách khoa mình có được không?
4,điều kiện tham gia mùa hè xanh là gì?
4,tham gia mùa hè xanh là chúng ta tham gia làm những việc gì vậy
2,sự kiện này chỉ dành cho sv khoa máy tính thôi hả ad ?
2,hội trại này cho phép sv trường khác tham gia được không bạn
1,mình muốn hỏi về hội sinh viên
1,mình muốn tham gia xuân tình nguyện thì phải liên lạc với ban tổ chức như thế nào vậy
1,cho mình xin thông tin liên hệ của ban tổ chức đêm hội trăng rằm với?
0,bạn ơi mình muốn hỏi thông tin về jobfair á
2,cho mình hỏi hoạt động này đối tượng tham gia gồm những ai bạn ơi ? :3
1,muốn đi hoạt động sắp tới thì hỏi ai ?
3,hội trại khoa đăng kí tham gia ở đâu ạ?
2,chiến dịch mùa hè xanh nếu có khoa khác tham gia cùng  vậy có ưu tiên khoa máy tính không? hay ai đủ năng lực thì được ưu tiên tham gia?
2,sinh viên năm nhất tham gia jobfair có được không?
0,xuân tình nguyện năm nào cũng tổ chức à???
3,mình muốn dự hội trại sắp tới
2,sinh viên khoa máy tính tham gia mùa hè xanh của khoa khác có được không??
2,mình ở khoa khác được đi hội trại không ạ ?
1,mình muốn tham gia cse connection thì phải liên hệ ai ạ?
4,mùa hè xanh bình thường mình làm gì hen
0,mình muốn biết về mùa hè xanh
2,đi mùa hè xanh có cho nữ đi không
1,mình muốn tham gia cse multimedia thì phải liên hệ với ai nhỉ
0,năm nay hoạt đong này vẫn diễn ra chứ 
3,cuộc thi này mình đăng ký như thế nào vậy 
3,mình muốn đăng kí vào các câu lạc bộ của khoa thì phải làm sao ạ
0,trường hutech năm nay có tổ chức mùa hè xanh không vậy 
0,bạn có thể cho mình một số thông tin về mùa hè xanh năm nay được không?
3,thích hoạt động này ghê nhưng chưa biết đăng ký sao
4,đi hoạt động này có gì chơi không nhỉ
3,theo link đăng ký thì càng tốt á bạn
0,sắp tới hậu duệ pascal có còn được khoa mình tổ chức không ạ
3,theo link đăng ký thì càng tốt nha
3,form đăng kí đêm hội trăng rằm có thể tìm được ở đâu
1,cho mình xin email người tổ chức nha 
4,đi mùa hè xanh có những hoạt động nào nhỉ 
0,mình muốn một số thông tin về hội trại
2,chương trình này có hạn chế số lượng tham gia hay không?
3,cái hội trại khi nãy  giờ mình muốn đăng ký thì làm sao?
1,mình muốn tham gia thì gọi cho ai bạn ha 
1,muốn có đủ ngày công tác xã hội thì phải hối lộ ai?
1,ủa vậy liên hệ như thế nào
1,làm sao để liên hệ ban tổ chức?
2,ai tham gia được chiến dịch này nhỉ
0,bạn có biết về hội thao của trường không
4,xuân tình nguyện có gì chơi không ta?
0,sắp tới có chiến dịch mùa hè xanh đúng không nhỉ?
0,chương trình kĩ sư tài năng bách khoa
1,cách liên lạc với ban tổ chức jobfair
0,cho mình xin thêm một số thông tin về job fair 2019 với ạ
4,tham gia hoạt động này thì tôi làm những công việc gì vậy ?
0,cho mình xin một số thông tin về đoàn khoa đi?
0,sắp tới khoa máy tính có cuộc thi nào không bạn
2,sinh viên khoa khác có thể tham gia xây dựng và phát triển cse assistant không vậy (mình khoa máy tính nha hihiii)?
3,vậy mình có thể dăng ký như thế nào ?
0,mình muốn biết một số thông tin về hội trại chào người bạn mới sắp tới
4,tham gia hậu duệ pascal có được thi lập trình không bạn
4,đi mùa hè xanh làm đi giúp đỡ những người khó khăn hay sao nhỉ?
4,tham gia job fair 2019 mình có được gặp gỡ và tiếp xúc với các doanh nghiệp nước ngoài không ạ
1,cho mình xin thông tin liên hệ của đoàn khoa máy tính
2,đơn đăng kí tham gia hiến máu tình nguyện có yêu cầu về giấy tờ kèm theo về sức khỏe không bạn?
0,sắp tới khoa mình có tổ chức cuộc thi này nữa không vậy 
3,tham gia jobfair có cần đăng kí trước không ?
1,do có quá nhiều thắc mắc muốn hỏi trực tiếp vậy  lên đâu để được tư vấn?
0,bot cho mình biết chi tiết về kms tour đi
3,mình muốn tham gia đăng kí mùa hè xanh thì phải làm sao ạ
0,cái chiến dịch mùa hè xanh là sao vậy
0,chương trình đêm hội quản lý còn được khoa tổ chức không bạn
0,bạn ơi cho mình hỏi chiến dịch xuân tình nguyện là gì ạ ?
3,admin có thể gửi cho mình link đăng ký được không ?
4,xuân tình nguyện mình có được quẩy cùng các em không ạ hay chỉ làm đồ thôi
2,hoạt động mùa hè xanh có dành cho sinh viên năm nhất không
1,để hỏi thêm thông tin với ban tổ chức thì mình cần liên hệ ai hả bạn?
4,ad ơi  mình là nữ  khi mà tham gia mùa hè xanh thì có phải ngủ chung với nam không ạ
0,bạn giới thiệu mình hoạt động đêm hội trăng rằm đi?
1,giải olympic của khoa máy tính bao gồm những môn nào vậy bạn?
4,tham gia hội thao khoa cơ khí được chơi môn thể thao nào vậy bạn
3,làm sao để đăng ký mùa hè xanh?
0,cho mình hỏi một chút về về hoạt động tình nguyện nha
4,vậy hoạt động này cụ thể thì làm gì vậy bạn ?
4,mình đi mùa hè xanh thì có gì cho mình làm không ta ? 
0,cho mình hỏi là chiến dịch mùa hè xanh năm nay sẽ diễn ra như thế nào ạ
0,khoa có sự kiện gì không?
2,hội trại mình khoa hóa đi được ko ad
3,cho mình hỏi cách đăng kí tham gia mùa hè xanh
4,mình đi mùa hè xanh là để giúp đỡ trẻ em nghèo khó nhỉ?
0,mình muốn hỏi về thông tin trại cse
4,hic mình con gái  hội trại nhiều trai quá đi có bị cô đơn ko ạ
1,xuân tình nguyện mình liên hệ ai để đăng kí giờ ạ
3,mình muốn hiến máu nhân đạo
1,mình muốn biết nhiều hơn về hoạt động thì hỏi ai bây giờ
2,hoạt động hiến máu tình nguyện có giới hạn đối tượng tham gia không ạ?
0,bạn cho mình thông tin về ngày hội dynamic đi
4,khi tham gia chiến dịch mùa hè xanh làm chúng mình sẽ làm những việc gì vậy
1,mình muốn tham gia xuân tình nguyện 2020 thì liên hệ ai ạ
1,liên hệ ai bây giờ bạn ơi
3,cho xin cái link đăng ký mùa hè xanh sắp tới đi bạn
3,hôm bữa khai giảng em không đăng kí tham gia hội trại giờ em muốn đăng kí thì đăng kí ở đâu vậy?
2,khoa khác có được tham dự cse connection không ạ
4,cuộc thi thì sao nhỉ
0,sắp tới trường mình có hoạt động hội chợ việc làm nào không?
0,hoạt động này năm nay có tổ chức nữa không bạn ơi 
0,neuron marathon là hoạt động gì vậy bạn?
2,năm 2 rồi còn tham gia cse connection được không nhỉ
4,ngoài đêm nhạc ra thì mình còn làm gì vào hôm dynamic day nữa nhỉ
1,cách liên lạc để tham gia hoạt động sắp tới 
3,mình muốn tham gia mùa hè xanh
0,bạn cho mình biết về hoạt động mùa hè xanh với
4,mùa hè xanh sắp tới mình đi có gì làm vậy bạn?
2,cse jobfair là khoa nào cũng được tham gia hả?
4,đi mùa hè xanh là đi làm gì ha
0,cho mình hỏi một số thông tin về cse cup 2019 được không ạ
3,mình muốn tham gia hội trại
1,mình muốn hỏi về chiến dịch xuân tình nguyện thì phải liên hệ ai vậy bạn?
4,tôi được phép làm gì trong quá trình tham dự sự kiện này
2,cho tôi hỏi người được tham gia mùa hè xanh là những ai vậy
2,mình sinh viên năm nhất đi jobfair được đúng không?
3,mình muốn đăng ký tham gia thì làm như thế nào vậy bạn ? <3 
3,đăng kí tham gia kms tour 2019 thì phải làm sao ạ
0,năm nay thì hoạt động này còn tổ chức nữa không mình muốn tham gia lắm
1,muốn đi mùa hè xanh thì hỏi ai vậy bot
0,thời gian tham gia xuân tình nguyện là bao lâu?
3,tôi muốn đi xuân tình nguyện thì đăng ký ở đâu vậy bạn?
1,cho mình xin thông tin liên hệ ban tổ chức job fair ạ
3,hội trại sắp tới mình muốn tham gia thì làm thế nào vậy bạn
1,mùa hè xanh sắp tới liên hệ ai để tham gia bạn ơi ?
1,liên hệ ai để đăng ký vậy 
4,đi hoạt động này có việc gì làm không nhỉ ?
0,công tác đoàn có những gì
0,oisp camp là gì vậy bạn
1,em cần trao đổi với ai vậy ạ ?
0,trường mình hiện nay có còn tổ chức mùa hè xanh không
2,mùa hè xanh chỉ cho trường mình thôi sao anh chị ?
0,ngoài hội trại thì mình còn hoạt động nào khác nữa vậy
1,kms mình muốn thêm thông tin thì liên hệ ai ạ
4,đi xuân tình nguyện thì mình làm những công việc nào bạn nhỉ?
2,mà hội trại này cho những đối tượng nào tham gia vậy?
1,bạn có mail hay số điện thoại ban tổ chức không cho mình xin với nha 
4,khi tham gia cse job fair thì mình làm những gì
2,còn hoạt động hiến máu nhân đạo thì đối tượng tham gia là những ai nhỉ?
3,cho mình hỏi về đăng ký môn học với?
0,hội thảo kỹ năng mềm
3,sự kiện này mình đăng ký tham gia ở đâu vậy ?
2,cse job fair 2019 giành cho những đối tượng nào vậy?
0,hậu duện pascal là gì vậy bạn ?
4,tham gia xuân tình nguyện thì làm những hoạt động gì vậy?
0,có những khoa nào có hội trại nhỉ?
4,trong sự kiện này thì có những công việc nào cần phải làm vậy bạn ?
0,khoa máy tính tháng tới có tổ chức hiến máu không vậy 
2,sinh viên khoa khác có được tham gia cse cup 2019 không ạ
3,mình muốn tham dự mà chưa biết đăng ký sao 
3,mình muốn tham gia hội trại quá đi
2,mình khoa máy tính đi jobfair được nhỉ?
2,vậy hội trại có cho nữ khoa khác tham gia không ?
2,sinh viên khoa khác có được tham gia mùa hè xanh của khoa máy tính không bạn nhỉ?
1,liên lạc ai để biết thêm về mùa hè xanh
2,mình là nữ thì có được đi mùa hè xanh khoa máy tính
4,cse connection?
1,mình xin số điện thoại ban tổ chức được không vì mình muốn trao đổi thêm thông tin 
0,sắp tới trường sẽ có những hoạt động nào
4,tham dự hội thảo này làm gì vậy bạn?
0,bạn ơi cho xin hết thông tin về hoạt động này với 
2,vậy đối tượng tham gia gồm những ai vậy bạn nhỉ :d ?
0,chúng ta cùng tiến là gì
1,còn liên hệ ai để hỏi về game jam 
1,mùa hè xanh là gì thế bạn
0,khoa máy tính có những hoạt động nào vậy
0,cho mình xin thông tin về hoạt động oisp camp được không bạn ? 
3,vậy à :3 vậy thì mình muốn đăng ký thì làm như nào vậy bạn ? :d 
0,kể cho mình nghe về mùa hè xanh với
2,đêm hội trăng rằm ai có thể tham gia ạ
1,giờ muốn biết thêm thì hỏi ai nhỉ
4,chiến dịch xuân tình nguyện là làm gi vậy bạn?
2,những người nào được tham gia hoạt động vậy ad
4,có phải tham gia xuân tình nguyện thì mình sẽ đi trao quà tết cho những người có hoàn cảnh khó khăn không nhỉ?
2,chiến dịch mùa hè xanh có hạn chế đối tượng tham dự không ạ
1,cho mình xin thông tin liên hệ của ban tổ chức đêm hội trăng rằm với?
1,làm sao liên hệ ban tổ chức hiến máu tình nguyện?
3,bạn ơi đăng ký theo link nào vậy bạn ?
2,mọi sinh viên đều được tham gia mùa hè xanh hay sao?
0,ko biết chừng nào mình mới có hoạt động nữa đây ad ơi :((
4,hoạt động tiếp sức mùa thi gồm những hoạt động gì thế
1,bạn có thể cho mình thông tin liên hệ của xuân tình nguyện không ạ?
2,em ở khoa hóa thì có được cho đi chiến dịch này không ạ ?
2,khoa ngoài vẫn được tham gia hội trại chứ hả bạn
1,muốn biết thêm thông tin về cse jobfair thì hỏi ai hả bot
4,ủa ad ơi mùa hè xanh bình thường mình làm gì  có cực không ạ
3,form đăng kí mùa hè xanh lấy ở đâu
0,hội trại cse connection là sự kiện gì mà ai ai cũng tham gia vậy
1,cho mình xin thông tin liên hệ của ban tổ chức đêm hội trăng rằm với?
4,tham gia chiến dịch mùa hè xanh thì mình phải làm những gì ạ
0,vui lòng cung cấp cho mình thông tin về hoạt động mùa hè xanh
1,ban tổ chức có email liên lạc không?
1,cho mình hỏi thông tin liên hệ của sự kiện cse job fair
1,cho mình xin thông tin liên hệ của thầy tùng được không
0,mình muốn biết thêm về các hoạt động ctxh mà liên quan đến từ thiện hoặc môi trường
1,cho mình xin thông tin liên hệ của kms tour 2019 ạ
0,mình muốn biết thêm một số thông tin về chiến dịch mùa hè xanh năm nay ạ
0,cho mình xin thông tin về chiến dịch xuân tình nguyện với?
0,hội trại của khoa máy tính mình có tên là gì bạn nhỉ?
3,vậy đăng ký như thế nào vậy bạn ?
2,sinh viên khoa khác có thể tham gia kms tour được không ạ
4,mùa hè xanh ngoài làm đường có còn làm gì khác không bạn ?
3,còn hoạt động xuân tình nguyện nếu muốn tham gia thì phải đăng kí như thế nào vậy ạ
3,đi xuân tình nguyện sắp tới thì đăng ký làm sao 
4,đi mùa hè xanh ngoài làm đường ra thì mình còn làm gì nữa bạn?
4,tham gia xuân tình nguyện là phải làm những công việc gì?
3,cho mình xin thông tin đăng ký ctv cse assistant được không?
4,mình muốn đi dạy thêm vậy mình có nên tham gia câu lạc bộ gia sư không ?
3,phải làm sao để được đi mùa hè xanh
1,thông tin về hội sinh viên
0,cho mình ít thông tin về tháng quân sự được ko
2,hội trại có giới hạn đối tượng tham gia không vậy ?
0,chương trình chào người bạn mới của khoa mình còn được tổ chức nữa ko ?
2,nữ được tham gia không bạn
4,đi xuân tình nguyện thì mình thường làm những công việc gì 
0,cho mình xin thông tin về hoạt động hiến máu tình nguyện được không?
1,mình muốn tham gia hậu duệ pascal phải liên hệ ai
3,làm sao để tham gia hoạt động công tác xã hội ở khoa máy tính
3,mình muốn tham gia mùa hè xanh
2,đối tượng có thể tham gia kms tour gồm những ai vậy bot
0,cho mình xin hoạt động của đoàn khoa
4,thường thì tham gia cộng tác viên hội trại chào người bạn mới tôi phải làm công việc gì ?
1,liên hệ với ban tổ chức xuân tình nguyện bằng cách nào?
4,tham gia mùa hè xanh là làm những gì ?
3,đi xuân tình nguyện thì làm sao mới đăng kí được
3,muốn tham gia mùa hè xanh thì thế nào này
0,cho mình xin thông tin về hoạt động mùa hè xanh được không bạn ?
4,chiến dịch xuân tình nguyện năm nay gồm những hoạt động gì ạ
1,liên hệ ban tổ chức như nào 
2,mấy hoạt động học thuật của khoa mình có nhất thiết phải biết code từ đầu ko ạ
1,để biết thông tin về sự kiện cse job fair mình liên hệ ai nhỉ
4,mình muốn hỏi về những hoạt động có trong chiến dịch xuân tình nguyện nha bạn
0,cho xin tí thông tin về sự kiện này đi bạn ơi 
0,mình nghe nói chuẩn bị có hiến máu tình nguyện ở bách khoa thì phải
0,cho mình xin thông tin chi tiết về hậu duệ pascal với ?
1,vậy nếu mình muốn tham gia thì liên hệ với ai bạn nhỉ ?
4,mình làm gì khi tham gia cse job fair
4,sắp tới đi mùa hè xanh có gì làm ?
3,làm sao để đăng ký làm cộng tác viên của cse assistant
3,mình muốn tham gia clb bkmc với gia sư đại học bách khoa
0,bạn cho mình xin thông tin về hoạt động hiến máu với ạ
3,ok mình muốn tham gia hội trại sắp tới
4,tham gia hậu cần cho hội thảo cần làm những gì ạ?
1,cho mình xin thông tin liên hệ của ban tổ chức đêm hội trăng rằm với?
4,đi mùa hè xanh có gì làm không bạn
3,mình muốn tăng ngày công tác xã hội cơ
1,mình muốn đăng kí mùa hè xanh thì cần liên hệ với ai vậy ad
3,có hoạt động nào hiện đang mở đăng ký tham gia không vậy bot
0,chiến dịch mùa hè xanh vẫn sẽ được tổ chức đúng không ạ?
3,này bạn ơi mình xin link đăng ký với nha 
0,thế hoạt động này năm nay có diễn ra không 
2,hội thảo này có hạn chế số lượng tham dự không bạn ?
3,mình muốn tham gia ai club
0,mình cần một số thông tin về hội trại
3,các bước để đăng ký dự sự kiện gặp gỡ doanh nghiệp bot biết không?
3,tham gia cse cup thì đăng kí như thế nào ạ
1,mình muốn tham gia thì cần trao đổi ai thế
0,những hoạt động của khoa
2,sinh viên từ năm 2 trở lên có được tham gia hội trại cse connection được không ạ?
4,khi đi mùa hè xanh thì mình sẽ làm gì vậy bạn?
0,bạn có thông tin về mùa hè xanh năm nay không cho mình xin với
4,làm cơm từ thiện thì mình có cần nấu cơm không bạn
0,mình muốn tham gia lắm nên cho mình xin thông tin nghen 
1,làm sao liên lạc người quan lí hoạt động nhập liệu
2,những ai có thể tham gia job fair 2019 ạ
0,ngoài hội trại thì còn hoạt động nào khác nữa
2,hoạt động sắp tới cho ai tham gia vậy ?
4,sinh viên đi mùa hè xanh cần làm những việc gì?
2,cho em hỏi những người được đi sự kiện này là ai vậy ạ ?
1,liên hệ ban tổ chức hiến máu như nào ạ
3,nếu muốn đăng ký tham gia hội trại thì làm sao hả ad?
2,jobfair dành cho ai nhỉ?
1,nếu mình muốn đăng ký mùa hè xanh thì mình liên hệ thế nào vậy bạn ?
2,ai được phép tham dự hội thảo vậy ạ ?
2,mình không biết đối tượng củ thể mà mùa hè xanh muốn hướng tới là ai  có phải những người thiếu điểm ctxh hay là những người có đam mê :( có ưu tiên nào không ạ
4,đi mùa hè xanh thì làm gì ?
3,làm thế nào để đăng ký công tác viên job fair?
2,tham gia xuân tình nguyện gồm những thành phần nào?
0,tôi muốn hỏi về hoạt động giờ trái đất của khoa môi trường
1,vậy thì để biết thêm về xuân tình nguyện cần trao đổi với người nào vậy ạ?
0,tới đây có hoạt động nào để tham gia và được cộng vào ngày ctxh không ạ?
4,có khi nào mùa hè xnah phải trèo cây không ạ  mình không biêt trèo
0,mình muốn một số thông tin về các hoạt động tình nguyện
2,ai được tham gia chiến dịch mùa hè xanh vậy
2,chiến dịch này có để sinh viên khoa khác tham gia được không anh chị ?
2,khu vườn yêu thương cho ai tham gia vậy
0,em muốn hỏi về chiến dịch xuân tình nguyện
4,ngoài việc làm đường ra thì mùa hè xanh còn có những hoạt động nào nữa vậy
3,mình muốn tham gia chiến dịch xuân tình nguyện thì đăng ký ở đâu vậy ạ
2,bình thường mình mùa hè xanh là ai cũng được đi hay sao ad
3,tham gia mùa hè xanh có cần viết đơn đăng kí không hay có sắn link để đăng kí
1,mình muốn tham gia đêm hội trăng rằm thì liên hệ với ai ạ
4,cho mình hỏi đi mùa hè xanh thì làm gì nhỉ ?
0,mùa hè xanh là hoạt động gì ạ
0,cho mình xin thông tin về sự kiện này càng nhiều càng tốt 
3,tham gia hiến máu nhân đạo có cần đăng kí trước không vậy ạ?
2,sắp tới hoạt động này cho ai tham gia nhỉ ?
3,tham gia neutron marathon 2019 thì đăng kí như thế nào ạ
2,khoa máy tính có được tham gia tuần lễ khoa học của trường không?
4,ủa hội trại của mình ad có chắc là sẽ quen được nhiều bạn hông  tại em đi có 1 mình à
2,nếu em năm 2 thì tham gia hội trại được không và nếu được thì như thế nào ạ
3,có link đăng ký job fair chưa nhỉ
2,vậy cse là làm gì trong đó
3,dạ ad cho em xin cách đăng ký cse connection với ạ
0,cho mình hỏi một số thông tin về về chiến dịch xuân tình nguyện đi
4,mùa hè xanh có những hoạt động nào bạn nhỉ ?
4,có những việc gì làm khi tham gia mùa hè xanh ạ?
0,chào ad mình muốn hỏi về hội trại chào người bạn mới sắp tới á
3,làm sao để đăng ký mùa hè xanh sắp tới 
1,hỏi ai thì biết thêm thông tin mùa hè xanh
0,cho mình hỏi thêm một số thông tin về đêm hội trăng rằm với ạ
0,bạn biết gì về mùa hè xanh không
3,làm sao để đăng kí mùa hè xanh?
3,cho mình hỏi cách đăng ký công tác xã hội?
4,kms tour 2019 gồm những hoạt động gì ạ
0,mình cần thông tin về hoạt động này nha 
1,để tham gia kms thì mình hỏi ai vậy bạn
4,đi hoạt động này thì mình phải làm những gì?
0,mình kiểu như hơi mơ hồ chiến dịch mùa hè xanh á  bạn cho mình xíu thông tin nha :((
2,mình ở khoa khác muốn tham gia được không
1,cho mình xin số điện thoại ban tổ chức jobfair
0,cho mình xin ít thông tin về sự kiện đêm hội trăng rằm với?
3,đăng ký xuân tình nguyện có cần phỏng vấn không?
3,đăng ký như thế nào
0,hiện có hoạt động nào sắp diễn ra không
4,mùa hè xanh mình có phải lội sông suối gi không  mình không biết bơi :((
1,cho mình xin link facebook của bạn được không?
4,cho mình hỏi những công việc sẽ làm trong chiến dịch xuân tình nguyện với
1,muốn tham gia câu lạc bộ utec thì mình nên liên hệ ai vậy bạn?
0,năm nay hoạt động này còn làm không bạn ơi 
0,bạn biết gì về chương trình khu vườn yêu thương không
1,vậy thì mình liên hệ ai hả bạn :3
1,cho mình xin email người tổ chức đi
4,chiến dịch tiếp sức mùa thi có điều gì thú vị không bạn nhỉ?
1,mình cần được ban tổ chức hội trại tư vấn thêm một số thông tin ạ
1,liên hệ ai để hỏi thêm về hội sách bk vậy
2,hội trại cho phép  trường ngoài tham gia không anh chị ?
2,mùa hè xanh cho ai tham gia 
3,làm sao để đăng ký thi neuron marathon á bot
2,mùa hè xanh mình đi theo khoa hay sao ad
2,học khoa cơ khí thì có thể tham gia mùa hè xanh chung với khoa máy tính không ạ?
0,cho mình xin thông tin về job fair đi bạn
0,chương trình hậu duệ pascal là gì
4,cho mình hỏi đi hiến máu là phải làm gì vậy bạn 
1,mình có thể liên hệ ban tổ chức bằng cách nào nhỉ?
0,bạn cho mình xin thông tin về chương trình tôi yêu bk có được không
0,bạn kể cho mình biết về mùa hè xanh được không
3,tham gia cse connection thì có thể đăng kí trực tiếp ở đâu vậy bạn?
0,cho mình xin thông tin đêm hội trăng rằm
3,mình muốn tham gia thì làm như nào ?
3,đăng kí đêm hội trăng rằm thì có cần phỏng vấn không
2,mình không thuộc khoa máy tính nhưng muốn tham gia hội trại thì phải làm sao đây bạn ơi :(((
4,cho mình hỏi thông tin về những việc cần làm trong hội thảo nha admin
1,mình muốn hỏi về câu lạc bộ
2,mình không thuộc khoa máy tính thì có được tham gia cse connection không ạ?
0,cho mình xin thông tin về jobfair với
4,đi mùa hè xanh thì mình làm những công việc gì 
1,cho mình xin thông tin liên hệ của ban tổ chức sự kiện chào ngày bạn mới
